Country Name,Attribute,Access to electricity (% of population),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)","Communications, computer, etc. (% of service imports, BoP)","Computer, communications and other services (% of commercial service exports)","Computer, communications and other services (% of commercial service imports)","Current education expenditure, primary (% of total expenditure in primary public institutions)","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","Current education expenditure, total (% of total expenditure in public institutions)",Electric power consumption (kWh per capita),"Employers, total (% of total employment) (modeled ILO estimate)",Fixed broadband subscriptions,"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net (BoP, current US$)",GDP (current US$),Gini index,GNI (current US$),GNI (constant 2015 US$),Gross national expenditure (% of GDP),Individuals using the Internet (% of population),"Labor force participation rate for ages 15-24, total (%) (national estimate)",Labor force with advanced education (% of total working-age population with advanced education),Labor force with basic education (% of total working-age population with basic education),"Labor force, female (% of total labor force)","Literacy rate, adult total (% of people ages 15 and above)","Primary completion rate, total (% of relevant age group)","School enrollment, primary and secondary (gross), gender parity index (GPI)","School enrollment, tertiary (% gross)",Secure Internet servers,Secure Internet servers (per 1 million people),Urban population (% of total population),Urban population growth (annual %),Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),Poverty gap at $2.15 a day (2017 PPP) (%),Fixed broadband subscriptions (per 100 people),"Individuals using the Internet, female (% of female population)","Individuals using the Internet, male (% of male population)",Mobile cellular subscriptions,Mobile cellular subscriptions (per 100 people),Column1,Data from database: World Development Indicators,Last Updated: 11/13/2024
Country Name,2008 [YR2008],96.9,73.5,99.7,,,,,,,,,,,,,862683600,,,,,,,,,,,,,0.12,,,89.29,4.86,,,,,,,,,,
Country Name,2009 [YR2009],100,100,100,,,,,,,,,,,,,703175800,,,,,,,,,,,103.56,,,,,89.77,4.67,,,,,,,,,,
Country Name,2010 [YR2010],100,100,100,,,,,,,,,,,,,686787800,,,,,,,,,,,,,0.31,3,100.92,90.23,4.44,,,,,,,,,,
Country Name,2011 [YR2011],100,100,100,,,,,,,,,,,,,728789600,,,,,,,,,,,,,,8,259.61,90.67,4.09,,,,,,,,,,
Country Name,2012 [YR2012],93.1,100,100,,,,,,,,,,,,,727161000,,,,,,,,,,,,,,10,311.71,91.09,4.49,,,,,,,,,,
Country Name,2013 [YR2013],100,100,100,,,,,,,,,,,,,754238000,,,,,,,,,,,,,,28,833.48,91.48,5.04,,,,,,,,,,
Country Name,2014 [YR2014],100,100,100,0.36,0,0.36,,,,,,,,-8.27,72281000,841070000,,789570000,,,,,,,,,76.1,,13.59,31,886.09,91.85,4.46,,,,,,,,,,
Country Name,2015 [YR2015],100,100,100,1.63,0,1.63,94.91,66.71,98.63,82.4,,,,-7.42,69863000,942070000,,879070000,879070000,,,,,,,,71.49,,12.52,30,821.06,92.2,4.72,,,,,,,,,,
Country Name,2016 [YR2016],100,100,100,1.74,0,1.74,,,,,,,,1.61,-18048000,1032452000,,991352000,,,,,,,,,,,11.14,33,862.84,92.52,4.92,,,,,,,,,,
Country Name,2017 [YR2017],100,100,100,1.41,0,1.41,,,,,,,,2.14,2290000,1028941663,,1031041663,,,,,,,,,,,11.84,28,702.74,92.82,4.42,,,,,,,,,,
Country Name,2018 [YR2018],100,100,100,1.19,0,1.19,100,82.2,,81.16,,,,3.74,-93769000,1128749005,,1125949005,,,,,,,,,152.81,1.01,11.36,28,674.91,93.1,4.34,,,,,,,,,,
Country Name,2019 [YR2019],100,100,100,,,,,,,,,,,2.29,,1177285212,,1149285212,,,,,,,,,,,11.76,29,673.17,93.36,4.05,,,,,,,,,,
Country Name,2008 [YR2008],96.2,94.7,97.5,59.29,16.73,47.2,,,,,,,290,5.3,-1687799.96,31874434.86,,50826554.42,,,11.2,,,,,,,,,,,52.77,3.17,,,2.81,,,,,,,
Country Name,2009 [YR2009],96.5,94.9,97.8,61.03,17.19,44.09,,,,,,,100,6.24,-1751074.67,28076983.97,,48361902.96,,,12.8,,,,,,,,,,,53.78,3.23,,,0.96,,,1000,9.61,,,
Country Name,2010 [YR2010],96.7,95.1,98.1,62.03,13.81,50.2,,,,,,,240,1.42,-455233.53,32105408.48,39.1,51201338.52,,,14.6,,,,,,,,,,,54.8,3.22,3.6,0.5,2.26,,,1600,15.17,,,
Country Name,2011 [YR2011],97,95.2,98.4,65.51,15.42,56.34,,,,,,,450,-0.3,119087.67,39196957.49,,58228111.85,,,16.5,,,,,,,,,,,55.81,3.23,,,4.17,,,2130,19.91,,,
Country Name,2012 [YR2012],97.7,96.2,98.8,46.61,13.29,42,,,,,,,450,3.37,-1325042.53,39345579.47,,51075325.04,,,18.7,,,,,,,,,,,56.82,3.23,,,4.12,,,2800,25.8,,,
Country Name,2013 [YR2013],97.6,95.7,98.9,58.61,5.52,46.32,,,,,,,450,0.87,0,38615890.63,,59123245.51,,,21.2,,,,,,,,,,,57.81,2.32,,,4.09,,,3400,31.14,,,
Country Name,2014 [YR2014],97.9,96,99.1,58.92,6.44,48.51,,,,,,,450,0.77,0,38760982.65,,51169635.19,,,24.1,,,,,,99.04,1.05,,,,58.79,1.49,,,4.1,,,3800,34.87,,,
Country Name,2015 [YR2015],98.1,96.3,99.4,56.61,4.91,32.13,,,,,,,450,0.81,0,36811936.08,,56981796.87,56981796.87,,27.3,,,,,,107.8,1.07,,,,59.73,1.39,,,4.1,,,6600,60.68,,,
Country Name,2016 [YR2016],97.3,93.8,99.6,53.1,15.65,45.1,,,,,,,450,0.72,0,41629064.22,,60537505.56,,,31,40.53,87.33,54.82,,,101.48,1.04,,,,60.65,1.28,,,4.12,,,7600,70.03,,,
Country Name,2017 [YR2017],98.7,97,99.8,46.92,18.28,37.9,80.51,91.96,,,,,450,0.66,481804.5,45276595.35,,62753169.55,,,35.2,44,86.85,39.8,,,,,,,,61.53,1.22,,,4.14,,,8000,73.88,,,
Country Name,2018 [YR2018],99,97.4,99.9,53.62,17.05,46.14,,,,,,,,0.62,1996395.01,48015259.88,,69534791.98,,,,,,,,,94.23,1.01,,1,92.04,62.39,1.73,,,,,,8500,78.23,,,
Country Name,2019 [YR2019],99.7,99.5,99.8,51.47,9.37,44.4,,,,,,,,0.55,-3432261.56,54123198.57,,72178098.54,,,,,,,,,89.77,1.02,,1,91.27,63.22,2.16,,,,,,9000,82.15,,,
Country Name,2008 [YR2008],15.9,8.3,49.9,9.42,17.59,7.7,,,,,,0.93,4800,5.05,-728860900.7,14440404132,,14178292199,21681362272,107.7,3.88,,,,48.02,,55.9,,3.79,,,18.38,5.6,,,0.02,,,8550000,28.04,,,
Country Name,2009 [YR2009],10,1.9,45,16.98,13.21,16.03,98.79,70.52,93.33,84.36,,1.01,6000,3.35,-812720321.7,25127805567,44.2,24723445792,23195306735,112.05,4.1,,,,48.08,,73,,4.18,,,18.88,5.57,45.9,15.3,0.02,,,9380000,29.87,,,
Country Name,2010 [YR2010],12.1,3.5,48,19.96,16.85,18.68,99.22,73.36,94.3,86.64,,1.51,14000,2.04,-506658423.5,26673441431,,26231034499,24487790106,111.86,4.3,59.25,92.43,75.85,48.14,73,55.57,0.97,3.9,9,0.28,19.38,5.56,,,0.04,,,12800000,39.66,,,
Country Name,2011 [YR2011],14.6,4.5,55.4,31.6,28.64,31,96.35,63.35,88.8,79.21,,2.24,35500,3.21,-906140427.6,27871725241,,27440502305,26820480437,113.91,4.6,70.86,93.13,78.23,48.2,,53.97,0.97,4.35,22,0.66,19.9,5.53,,,0.11,,,16700000,50.15,,,
Country Name,2012 [YR2012],20.5,11.7,54.6,25.76,28.64,24.96,97.28,75.8,96.57,88.31,,3.3,38400,4.41,-1159051460,27305915911,41,26729090962,27689327586,111.42,4.8,53.7,90.28,67.17,48.27,70,55.13,0.98,3.72,58,1.69,20.42,5.5,37.5,11.3,0.11,,,16400000,47.72,,,
Country Name,2013 [YR2013],13.9,2.8,55.8,38.65,35.48,37.75,95.02,83.97,94.42,90.52,,3.58,41500,3.79,-1051622922,28915786517,,28273784944,28656956242,111.63,5.1,75.82,93.94,84.79,48.46,,55.44,0.98,4.02,66,1.87,20.96,5.46,,,0.12,,,18100000,51.22,,,
Country Name,2014 [YR2014],20.4,11.9,51.4,46.77,40.32,46.34,93.4,79.59,91.25,87.44,,3.84,55200,3.25,-1031546243,32612397257,,31865562077,30068579347,103.31,5.4,61.33,89.21,72.35,48.64,,58.98,0.98,4.57,81,2.23,21.5,5.54,,,0.15,,,20400000,56.05,,,
Country Name,2015 [YR2015],18.5,9,51.9,41.23,31.18,40.99,,,,,,4.14,80700,2.28,-737369521.1,32387183730,,31759208104,31759208104,109.57,5.8,,,,48.81,,53.32,,4.92,114,3.04,22.06,5.64,,,0.22,,,20200000,53.95,,,
Country Name,2016 [YR2016],26.7,17.7,57.5,35.88,21.51,35.13,,,,,,4.44,92100,2.14,-625558964.2,29203988696,42.8,28691910473,33321660419,104.55,5.9,,,,48.99,69.1,54.78,1,4.76,156,4.03,22.62,5.86,42.9,13.8,0.24,,,22800000,58.94,,,
Country Name,2017 [YR2017],32.4,23,63.4,28.29,17.83,27.87,,,,,,4.75,,2.61,-802400008.8,30744473841,,30021045437,34159861918,103.51,5.9,58.45,91.01,76.1,49.16,,52.97,1,,840,20.93,23.2,5.99,,,,,,24900000,62.17,,,
Country Name,2018 [YR2018],41.9,32.5,72,29.75,16.05,29.27,,,,,,5.07,,3.21,-1055034885,32927025620,,32000683482,36125776454,105.27,6,,,,49.28,,,,,864,20.81,23.77,5.86,,,,,,24500000,58.95,,,
Country Name,2019 [YR2019],41.3,31.8,70.8,29.05,17.01,28.26,,,,,,5.41,32400,3.69,-1302681517,35348155095,42.7,34432253661,38531582932,105.48,6.02,59.96,91.62,74.35,49.42,,,,,973,22.65,24.36,5.83,42.1,13.6,0.08,,,25400000,59.13,,,
Country Name,2008 [YR2008],99.8,99.6,99.9,24.25,25,22.44,,,,,3534.36,1,1600000,5.69,-9903000000,1.88E+11,26.6,1.78E+11,1.14E+11,107.65,11,,,,51.06,,101.22,0.99,79.73,,,68.33,-0.28,0,0,3.46,9.1,12.25,55700000,120.56,,,
Country Name,2009 [YR2009],99.9,99.8,99.9,28.17,27.96,25.37,,,,,3227.95,1.01,1910000,3.92,-4654000000,1.22E+11,25.3,1.15E+11,96937291062,101.62,17.9,,,,50.78,,100.13,0.99,82.5,,,68.5,-0.19,0.1,0,4.15,14.42,16.99,54900000,119.46,,,
Country Name,2010 [YR2010],100,99.9,100,29.22,30.7,26.18,,,,,3549.84,1.03,2960000,4.57,-5759000000,1.41E+11,24.8,1.36E+11,1.03E+11,102.82,23.3,,,,50.48,,100.02,0.99,81.91,567,12.36,68.6,-0.26,0,0,6.45,20.14,24.18,53900000,117.77,,,
Country Name,2011 [YR2011],100,100,100,31.08,32.64,27.71,96.33,96.33,96.02,96.47,3662.44,1.07,3170000,4.26,-7015000000,1.69E+11,24.6,1.61E+11,1.07E+11,105.99,28.71,,,,50.17,,101.31,0.98,84.8,958,20.96,68.69,-0.22,0,0,6.96,,,55600000,121.94,,,
Country Name,2012 [YR2012],99.9,99.8,99.9,29.94,35.14,26.96,96.89,96.89,96.55,96.9,3640.55,1.04,3640000,4.48,-7195000000,1.83E+11,24.7,1.81E+11,1.11E+11,107.86,35.27,,,,49.85,99.97,97.31,0.99,83.88,1866,40.93,68.78,-0.11,0.1,0,8.04,33.36,37.49,59300000,130.86,,,
Country Name,2013 [YR2013],100,100,100,31.97,36.16,29.42,97.44,97.44,97.7,97.51,3600.23,1.02,4000000,2.37,-4079000000,1.90E+11,24.6,1.88E+11,1.11E+11,108.21,40.95,,,,49.54,,98.62,0.99,81.53,2458,54.03,68.88,-0.09,0,0,8.86,38.75,43.53,62500000,138.44,,,
Country Name,2014 [YR2014],100,100,100,29.78,44.61,25.82,97.77,97.77,97.88,97.78,3418.57,1.25,3950000,0.63,-299000000,1.34E+11,24,1.32E+11,99792812215,103.51,46.24,38.42,73.13,21.18,49.23,,96.21,1,83.78,3382,74.7,68.97,-0.34,0,0,9.31,44.56,48.18,61200000,144.28,,,
Country Name,2015 [YR2015],100,100,100,29.61,45.84,23.07,,,,,,1.23,4980000,-0.22,236000000,91030967789,25.5,94833354986,94833354986,102.61,48.88,36.29,73.54,20.58,48.92,,88.58,,76.86,6403,141.76,69.06,-0.1,0.1,0,11.64,46.54,51.6,60700000,142,,,
Country Name,2016 [YR2016],100,100,100,28.42,46.16,21.5,90.72,90.72,91.12,91.59,,1.16,5130000,4.42,-3955000000,93355869404,25,94324077170,94273193230,106.92,53,35.07,72.51,19.87,48.63,,86.16,,77.04,85755,1904.05,69.15,-0.15,0.1,0,12.03,51.3,54.96,56700000,133.17,,,
Country Name,2017 [YR2017],100,100,100,25.64,47.29,20.14,90.79,90.79,94.03,92.3,,1.17,5240000,3.28,-3446000000,1.12E+11,26,1.14E+11,96947983059,107.79,58.89,34.39,72.15,,48.33,,87.53,,80.2,177005,3943.9,69.25,-0.22,0,0,12.35,57,61.09,55700000,131.36,,,
Country Name,2018 [YR2018],100,100,100,25.98,51.33,22.28,92.4,92.22,94.55,93.39,,1.16,5410000,3.8,-4859000000,1.31E+11,26.1,1.32E+11,99845970838,108.73,62.55,33.66,72.93,41.79,48.04,,83.91,,81.49,268976,6018.63,69.35,-0.27,0,0,12.8,59.97,65.55,53900000,127.75,,,
Country Name,2019 [YR2019],100,100,100,25.64,53.05,21.6,92.42,92.42,93.67,93.5,,1.17,6780000,3.77,-5175000000,1.54E+11,26.6,1.56E+11,1.03E+11,108.05,70.12,36.23,67.7,34.34,47.77,,89.05,,84.48,349187,7851.4,69.47,-0.31,0,0,16.16,68.18,72.39,54800000,130.63,,,
Country Name,2008 [YR2008],100,100,100,,,,,,,,11457.09,3.82,558000,1.6,,3.15E+11,,3.19E+11,3.09E+11,90.78,63,44.77,,,12.86,,,,,,,83.39,17.84,,,8.85,,,9360000,133.9,,,
Country Name,2009 [YR2009],100,100,100,,,,96.63,95.7,,,10518.8,3.8,690000,0.45,,2.54E+11,,2.56E+11,2.91E+11,94.16,64,,,,12.87,,68.65,,,,,83.74,13.85,,,10.29,,,10700000,133.52,,,
Country Name,2010 [YR2010],100,100,100,,,,,,,,10695.29,3.69,787000,2.93,,3.00E+11,,3.00E+11,2.93E+11,76.64,68,,,,13.19,,69.11,,,785,92.55,84.09,6.35,,,11.34,,,10900000,128.82,,,
Country Name,2011 [YR2011],100,100,100,,,,,,,,10732.8,3.52,867000,1.98,,3.61E+11,,3.61E+11,3.11E+11,69.5,78,,,,13.74,,69.4,,,1124,131.08,84.42,1.49,,,12.04,,,11700000,136.76,,,
Country Name,2012 [YR2012],100,100,100,,,,,,,,10988.96,3.35,955000,2.49,,3.85E+11,,3.85E+11,3.17E+11,62.1,85,,,,14.27,,74.01,,,2167,250.09,84.75,1.43,,,12.74,83.2,85.63,13800000,158.98,,,
Country Name,2013 [YR2013],100,100,100,,,,99.48,99.5,,,11271.11,3.18,1040000,2.44,,4.00E+11,32.5,4.01E+11,3.33E+11,62.56,88,,,,14.79,,75.59,,,2533,289.42,85.07,1.37,0,0,13.3,,,16100000,183.54,,,
Country Name,2014 [YR2014],100,100,100,,,,,,,,11562.99,2.53,1090000,2.67,,4.14E+11,,4.15E+11,3.47E+11,67.53,90.4,,,,15.3,,77.86,,,3382,382.75,85.38,1.32,,,13.25,,,16800000,190.35,,,
Country Name,2015 [YR2015],100,100,100,,,,,,,,,2.56,1230000,2.31,,3.70E+11,,3.72E+11,3.72E+11,71.07,90.5,,,,15.81,,79.82,,,5434,609.4,85.67,1.26,,,14.23,,,17900000,201.22,,,
Country Name,2016 [YR2016],100,100,100,,,,,,,,,2.61,1300000,2.6,,3.69E+11,,3.71E+11,3.93E+11,72.27,90.6,,,,16.3,,,0.96,,8787,976.96,85.97,1.2,,,14.37,88.85,91.5,19900000,221.31,,,
Country Name,2017 [YR2017],100,100,100,,,,,,,,,2.82,2760000,2.65,,3.91E+11,,3.93E+11,3.97E+11,74.86,94.82,52.83,81.4,80.55,17,,,0.95,,12192,1344.46,86.25,1.15,,,29.91,92.53,96,19800000,218.63,,,
Country Name,2018 [YR2018],100,100,100,,,,,,,,,3.02,3020000,2.43,,4.27E+11,26.4,4.28E+11,4.00E+11,72.8,98.45,54.62,80.24,81.82,17.14,,,,,14292,1563.65,86.52,1.11,0,0,32.36,98.8,98.34,20100000,219.7,,,
Country Name,2019 [YR2019],100,100,100,,,,71.16,77.93,71.7,73.77,,3.54,3050000,4.28,,4.18E+11,,4.20E+11,4.05E+11,73.87,99.15,49.36,,,18.48,98,84.05,0.99,56.57,18682,2028.08,86.79,1.09,,,32.48,99.5,99.03,19600000,212.8,,,
Country Name,2008 [YR2008],100,100,100,41.68,41.1,39.74,89.11,93.2,,91.73,6015.73,2.82,17300000,8.65,1.03E+11,2.93E+12,35.4,2.89E+12,2.60E+12,101.69,78.39,60.29,85.32,72.95,45.89,,,1.01,57.43,,,80.76,1.13,0.2,0.2,27.91,75.47,81.43,74900000,121.38,,,
Country Name,2009 [YR2009],100,100,100,43.56,42.08,41.59,88.23,91.11,,90.36,5643.13,2.79,17900000,0.6,-62945021961,2.41E+12,35.1,2.39E+12,2.52E+12,101.24,83.56,58.23,85.17,71.2,46.15,,,1,59.1,,,81.03,1.1,0.2,0.2,28.6,81.17,84.47,76500000,122.87,,,
Country Name,2010 [YR2010],100,100,100,43.73,43.43,41.78,88.22,87.37,,88.59,5700.86,2.65,19200000,2.68,-12327098017,2.49E+12,33.7,2.49E+12,2.61E+12,101.56,85,57.45,85.08,69.28,46.2,,,1,59.85,82563,1315.4,81.3,1.12,0.2,0.2,30.4,83.91,86.11,76700000,122.26,,,
Country Name,2011 [YR2011],100,100,100,43.18,42.45,41.44,93.68,94.05,,93.85,5471.93,2.52,20600000,1.01,53821554015,2.66E+12,33.2,2.67E+12,2.64E+12,100.79,85.38,57.26,85.35,70.67,46.29,,,1,59.34,114622,1811.95,81.57,1.11,0.2,0.2,32.42,84.41,86.38,77200000,121.93,,,
Country Name,2012 [YR2012],100,100,100,44.76,43.75,43.13,,,,,5449.26,2.53,21700000,1.73,-34727249184,2.71E+12,33.1,2.68E+12,2.65E+12,100.99,87.48,57.76,83.96,69.19,46.31,,,1,59.15,159285,2500.54,81.84,1.02,0.2,0.2,33.9,87.27,87.69,78300000,122.76,,,
Country Name,2013 [YR2013],100,100,100,44.87,44.71,43.25,97.21,97.54,,97.32,5409.63,2.48,23000000,1.96,-8222267228,2.78E+12,32.7,2.74E+12,2.69E+12,101.42,89.84,57.01,84.08,68.78,46.46,,,1.02,56.76,181643,2832.49,82.1,0.99,0.2,0.2,35.78,89.24,90.46,78700000,122.35,,,
Country Name,2014 [YR2014],100,100,100,44.3,46.37,42.91,97.22,97.43,,97.29,5130.39,2.55,23700000,1.92,-1.73E+11,3.06E+12,33.1,3.01E+12,2.79E+12,101.94,91.61,57,84.11,68.53,46.58,,,1.02,56.49,210025,3251.05,82.37,1.06,0.2,0.2,36.58,90.4,92.46,78500000,121.13,,,
Country Name,2015 [YR2015],100,100,100,44.36,47.37,43.28,97.29,97.59,,97.38,,2.45,24700000,1.55,-1.06E+11,2.93E+12,33.3,2.86E+12,2.86E+12,101.51,92,57.82,84.23,68.75,46.65,,98.86,1.02,56.4,285617,4386.27,82.63,1.11,0.2,0.2,37.72,90.41,93.57,79300000,121.5,,,
Country Name,2016 [YR2016],100,100,100,45.28,48.52,44.26,97.7,97.76,,97.7,,2.43,25500000,12.08,-2.92E+11,2.69E+12,33.1,2.63E+12,2.91E+12,101.9,94.78,57.26,84.12,68.48,46.71,,98.5,,58.02,570586,8696.42,82.89,1.07,0.2,0.2,38.66,94.75,94.79,78900000,120.22,,,
Country Name,2017 [YR2017],100,100,100,46.56,50.03,45.42,97.48,97.45,,97.49,,2.24,26000000,4.68,46685075527,2.68E+12,32.6,2.65E+12,3.02E+12,101.34,90.42,56.71,84.02,68.72,46.94,,98.43,1.02,59.55,1400176,21195.89,83.14,0.99,0.2,0.2,39.25,88.68,92.25,79100000,119.73,,,
Country Name,2018 [YR2018],100,100,100,47.93,51.59,47,97.64,97.72,,97.69,,2.06,26600000,-0.87,-3576693950,2.87E+12,33.7,2.83E+12,3.05E+12,101.38,90.69,56.35,84.29,68.78,46.98,,98.48,1.01,61.09,1811830,27261.82,83.4,0.91,0.5,0.3,39.83,89.62,91.81,78900000,118.75,,,
Country Name,2019 [YR2019],100,100,100,48.84,53.05,47.98,97.86,97.67,,97.82,,2.21,26900000,0.69,-41289065813,2.85E+12,32.8,2.85E+12,3.15E+12,101.4,92.52,54.79,84.57,68.61,47.2,,100.14,1.01,65.52,2405337,35988.47,83.65,0.87,0.5,0.2,40.02,91.4,93.67,80700000,120.85,,,
Country Name,2008 [YR2008],100,100,100,36.97,44.67,32.33,,,,,13663.43,2.38,77100000,2.31,2491000000,1.48E+13,40.8,1.47E+13,1.60E+13,105.02,74,58.78,77.73,41.99,46.21,,,,,,,80.44,1.16,1,0.8,25.29,,,261000000,85.48,,,
Country Name,2009 [YR2009],100,100,100,39.35,47.2,34.28,,,,,12913.71,2.39,80000000,1.11,1.52E+11,1.45E+13,40.6,1.44E+13,1.58E+13,102.9,71,56.86,77.33,41.96,46.45,,,,,,,80.61,1.09,1,0.7,25.97,68.83,67.94,274000000,88.91,,,
Country Name,2010 [YR2010],100,100,100,39.46,45.27,34.68,,,,,13394.9,2.34,84500000,1.75,85789000000,1.50E+13,40,1.52E+13,1.63E+13,103.54,71.69,55.17,76.51,41.88,46.46,,,,,767662,2481.72,80.77,1.04,1,0.8,27.17,72.1,71.26,285000000,91.62,,,
Country Name,2011 [YR2011],100,100,100,41.02,45.3,36.7,,,,,13245.88,2.23,88300000,1.69,1.73E+11,1.56E+13,40.9,1.59E+13,1.67E+13,103.72,69.73,54.97,76.01,40.92,46.37,,,,,930471,2986.27,80.94,0.94,1,0.8,28.12,70.08,69.37,297000000,94.75,,,
Country Name,2012 [YR2012],100,100,100,40.98,45.14,37.26,,,,,12964.19,2.2,92500000,1.54,1.27E+11,1.63E+13,40.9,1.66E+13,1.72E+13,103.39,74.7,54.88,75.59,40.87,46.21,,,,,1205823,3841.7,81.12,0.95,1,0.8,29.17,75.25,74.13,305000000,96.27,,,
Country Name,2013 [YR2013],100,100,100,42.51,44.6,39.2,,,,,13004.02,2.12,96000000,1.71,1.05E+11,1.69E+13,40.6,1.71E+13,1.75E+13,102.83,71.4,55.05,74.97,40.8,46.08,,,1,88.73,1360046,4303.13,81.3,0.91,1,0.8,30,71.91,70.91,311000000,97.28,,,
Country Name,2014 [YR2014],100,100,100,42.63,44.73,39.65,,,,,12993.97,2.07,97800000,1.43,1.36E+11,1.76E+13,41.5,1.80E+13,1.80E+13,102.89,73,55.01,74.35,40.85,46.11,,,1,88.63,1633177,5129.54,81.48,0.96,1.2,0.9,30.27,,,323000000,100.17,,,
Country Name,2015 [YR2015],100,100,100,42.76,45.48,40.18,91.93,91.93,90.06,91.35,,2.07,102000000,2.8,-2.09E+11,1.83E+13,41.2,1.86E+13,1.86E+13,102.87,74.55,55,73.84,41.04,45.99,,,1.01,88.89,2039539,6358.87,81.67,0.97,1.2,0.8,31.34,74.88,74.21,332000000,102.31,,,
Country Name,2016 [YR2016],100,100,100,43.97,46.57,41.52,91.43,91.43,95.34,92.6,,2.06,106000000,2.52,-1.75E+11,1.88E+13,41.1,1.90E+13,1.89E+13,102.68,85.54,55.17,73.56,41.26,45.94,,,1,88.84,3694357,11435.1,81.86,0.96,1,0.8,32.11,,,338000000,103.37,,,
Country Name,2017 [YR2017],100,100,100,43.74,46.97,41.42,90.99,90.99,90.29,90.77,,2.03,108000000,1.94,28590000000,1.96E+13,41.2,1.98E+13,1.94E+13,102.77,87.27,55.47,73.25,41.42,46.06,,98.83,0.99,88.17,9863566,30338.03,82.06,0.87,1.2,0.9,32.57,,,340000000,103.13,,,
Country Name,2018 [YR2018],100,100,100,43.17,46.74,40.77,90.49,90.49,90.92,90.62,,2.01,111000000,1.04,-3.45E+11,2.07E+13,41.4,2.09E+13,1.99E+13,102.87,88.5,55.22,73.18,41.99,46.05,,100.09,0.99,88.3,21517004,65833.81,82.26,0.77,1,0.8,33.06,,,348000000,104.85,,,
Country Name,2019 [YR2019],100,100,100,42.63,48.06,40.21,90.12,90.12,91.12,90.42,,1.96,114000000,1.47,-2.01E+11,2.15E+13,41.5,2.18E+13,2.05E+13,102.69,89.43,55.88,73.13,42.19,46.15,,100.49,0.99,87.89,40706354,123980.02,82.46,0.7,1,0.7,33.84,,,356000000,106.41,,,
Country Name,2008 [YR2008],98.8,88,99.5,30.91,19.15,28.01,,,,,2597.62,4.88,245000,6.88,-2116600571,31119602539,45.1,30212809768,42238821490,104.8,39.3,53.89,82.48,61.66,44.8,98,101.83,1.04,51.06,,,94,0.46,0.2,0.1,7.41,,,3510000,105.15,,,
Country Name,2009 [YR2009],99.1,92.6,99.5,28.69,18.33,25.14,,,,,2674.52,4.84,317000,4.9,-1512181816,32708319078,45.5,31670158153,43907649571,99.2,41.8,54.12,81.72,62.6,44.86,98,101.86,1.04,50.94,,,94.21,0.46,0.3,0.1,9.59,40.56,43.17,4110000,122.95,,,
Country Name,2010 [YR2010],99.3,94.2,99.6,24.88,19.46,21.74,,,,,2821.35,4.84,384000,5.22,-2348781861,41950361212,44.5,40447852178,47115528638,99.01,46.4,53.65,81.67,62.76,44.95,98,101.17,1.06,51.89,120,35.79,94.41,0.47,0.2,0.1,11.56,,,4440000,132.35,,,
Country Name,2011 [YR2011],99.2,94.6,99.4,24.86,16.73,22.54,95.5,96.52,93.01,95.37,2828.38,5.18,473000,5.34,-2510898656,50342406067,42.2,48712391360,49705219174,100.4,51.4,54.63,83.99,65.73,45.29,98,100.77,,52.56,197,58.6,94.61,0.48,0.1,0,14.21,50.46,52.43,4760000,141.52,,,
Country Name,2012 [YR2012],99.6,100,99.8,39.94,34.46,39.01,,,,,2953.31,4.7,581000,11.79,-2240230849,54232266359,39.9,50380210747,49482756230,103.22,54.45,53.43,83,64.78,45.54,98,99.79,,54.71,285,84.54,94.74,0.42,0.2,0,17.41,53.79,55.19,5000000,148.18,,,
Country Name,2013 [YR2013],99.6,100,99.8,40.64,34.77,39.88,95.51,97.74,93.09,95.79,3008.71,4.86,737000,1.61,-3045142183,61337621934,40.5,58272697036,52880291138,103.01,57.69,53.37,82.77,64.5,44.85,98,100.56,,59.95,386,114.16,94.84,0.41,0.2,0,22.03,,,5270000,155.8,,,
Country Name,2014 [YR2014],99.7,100,99.8,36.56,35.72,35.76,96.23,97.58,92.38,95.88,3093.17,4.42,840000,6.64,-2247271203,61496186974,40.1,57758605835,53989296582,102,61.46,53.08,83.93,65.15,45.37,98,101,,59.83,537,158.33,94.95,0.42,0.2,0,25.04,61.38,61.55,5500000,162.08,,,
Country Name,2015 [YR2015],99.7,100,99.8,37.75,37.41,36.91,95.85,98.23,92.83,96.18,,4.18,901000,4.63,-774700169.7,57680327999,40.1,55232403158,55232403158,100.37,64.57,50.63,82.8,64.08,45.51,99,100.72,,57.79,635,186.61,95.05,0.43,0.1,0,26.75,64.24,64.93,5170000,151.8,,,
Country Name,2016 [YR2016],99.7,100,99.8,45.35,33.84,44.44,95.51,97.54,93.27,95.9,,4.12,922000,-0.9,1823407171,57480788380,39.7,54820503504,55848493017,94.61,66.4,49.46,83.16,63.84,45.74,99,102.39,,59.65,1061,310.8,95.14,0.43,0.1,0,27.27,,,5120000,149.89,,,
